གློ་བུར་ཚེ	fleeting life	Temporary or short-lived existence
ཡིད་མི་བརྟན	Should not place their trust	Should not rely on or have confidence in
ཐམས་ཅད་བོར་	leave all behind	To abandon or depart from everything
ཆས་དགོས་པར	must go	The necessity to depart or leave
མ་ཤེས་	have not recognized	Lack of understanding or realization
མཛའ་དང་མི་མཛའ	those I like or dislike	People one has positive or negative feelings towards
སྡིག་པ	misdeeds	Wrongful or sinful actions
རྣམ་པ་སྣ་ཚོགས	various	Different types or kinds
རེ་ཞིག་	For now	A phrase indicating a temporary state or period
གསོན་ཚེ་	Lifetime	The duration of one's life
མཛའ་	Friend/Liked one	A person one is fond of or has affection for
མི་མཛའ་	Enemy/Disliked one	A person one dislikes or is in conflict with
འདས་	Passed away	To have died or no longer be alive
སྡིག	Misdeed	A wrongful or sinful act
མི་བཟད་	Terrible	Extremely unpleasant or serious
མདུན་ན་གནས་	Remain before	To continue to exist in one's presence or awareness
བདག་	I, self	The concept of self or individual identity
གློ་བུར་	ephemeral	Lasting for a very short time
རྟོགས་པ	recognize, realize	To understand or become aware of something
གཏི་མུག་	delusion	A false belief or opinion
ཆགས་	attachment	A strong feeling of affection or connection
ཞེ་སྡང་	hatred	Intense dislike or ill will
སྡིག་པ་	wrongs, misdeeds	Actions that are morally wrong or sinful
ཉིན་མཚན་	day and night	The period of 24 hours comprising a full day
ཚེ་འདི་	this life	The current existence or lifespan
གོད་འགྱུར་	depleted	To be reduced or diminished
སྣོན་པ་	extending	To add to or lengthen
འཆི་བ་	die	To cease living; the end of life
བདག	I/me	First-person singular pronoun
མལ	bed	A piece of furniture for sleep or rest
གཉེན་བཤེས	relatives	Family members or close associates
སྲོག་འཆད་པ	life being cut	The ending or cessation of life
ཚོར་བ	feeling	Emotional or physical sensation
གཅིག་པུ	alone	By oneself, without others
གཤིན་རྗེ	Yama	The lord of death in Buddhist and Hindu traditions
ཕོ་ཉ	Messenger	A person who carries a message or is sent on an errand
གཉེན	Kin	One's family and relations
བཤེས	Friend	A person with whom one has a bond of mutual affection
བསོད་ནམས	Merit	Positive karma or good fortune resulting from past actions
བསྐྱབས	Guard	To protect or defend
བསྟེན	Practice	To carry out or perform regularly
མགོན་པོ་	Protector	A guardian or protective figure
བག་མེད་	Carelessly	Without caution or consideration
འཇིགས་པ་	Danger	A threat or risk
མི་རྟག་	Ephemeral	Lasting for a very short time
ཚེ་	Life	The period between birth and death
སྡིག་པ་	Misdeeds	Wicked or illegal actions
སྐྱེ་བོ་	people	Human beings or individuals
ཡན་ལག་	limbs	Parts of the body (arms, legs, etc.)
བཅད་པ་	chopped off	To cut or sever
ཁྲིད་པ་	led	To guide or take someone somewhere
ཁ་སྐམས་	parched mouths	Extremely dry mouths
མིག་རྩ་ངན་	bloodshot eyes	Eyes with visible red blood vessels, often due to stress or fatigue
འགྱུར་	change/become	To transform or alter
གཤིན་རྗེ	Yama	The lord of death in Buddhist and Hindu mythology
ཕོ་ཉ	henchmen	A loyal and trusted follower or subordinate
ཤ་ཚུགས	physiognomy	The facial features or expression, especially when regarded as indicative of character or ethnic origin
འཇིགས་ཆེན	terrible	Extremely bad or serious
ནད	pain	Physical suffering or discomfort caused by illness or injury
ཉམ་ཐག	wretched	In a very unhappy or unfortunate state
འཇིགས་ཆེན	great fear	A state of intense fear or terror
སྐྱོབ་པར་བྱེད	protect	To keep safe from harm or danger
བྲེད་ཤ་ཐོན་པའི	bulging	Protruding or sticking out
མིག་བགྲད	eyes wide open	Eyes opened widely, often due to fear or surprise
ཕྱོགས་བཞིར	four directions	Referring to all directions (north, south, east, west)
སྐྱབས	refuge	A place or state of safety or shelter
རྒྱལ་བ་	victor	One who has conquered or triumphed
འགྲོ་བའི་མགོན	guardian of beings	A protector or patron of living creatures
འགྲོ་བ་སྐྱོབ་པ	protect wanderers	To safeguard or shelter those who roam or wander
སྟོབས་ཆེན	great power	Immense strength or force
འཇིགས་པ་ཀུན་སེལ	dispel all fear	To remove or eliminate all forms of fear or terror
སྐྱབས་སུ་མཆི	go for refuge	To seek protection or shelter in someone or something
བདག་	I/myself	The first-person singular pronoun
འཇིགས་པས་རྣམ་སྐྲག་པས་	Petrified with dread	Extremely frightened or terrified
ཀུན་དུ་བཟང་	Samantabhadra	A bodhisattva in Mahayana Buddhism, embodying all the activities of the Buddhas
འཇམ་པའི་དབྱངས་	Manjughosha	Another name for Manjushri, the bodhisattva of wisdom
ལུས་	Body	The physical structure of a person
དབུལ་བར་བགྱི་	Make an offering	To present or give something as an act of worship or devotion
ཐུགས་རྗེ	mercy	Compassion or kindness shown to someone in need
སྤྱན་རས་གཟིགས	Avalokiteshvara	A bodhisattva who embodies the compassion of all Buddhas
མགོན	guardian	A protector or defender
ཉམ་ཐག	miserable	In a state of great distress or unhappiness
ང་རོ	wail	A prolonged high-pitched cry of pain, grief, or anger
སྡིག་ལྡན	one who has done wrong	A person who has committed sins or negative actions
བསྐྱབ	protect	To keep safe from harm or injury
རྡོ་རྗེ་ཅན	Vajrapani	A bodhisattva associated with power and protection in Mahayana Buddhism
གཤིན་རྗེ	Yama	The lord of death in Buddhist and Hindu mythology
ཕོ་ཉ	Henchmen	Followers or subordinates, especially those who carry out orders unquestioningly
སྐྱབས་སུ་མཆི	Go for refuge	To seek protection or shelter, especially in a spiritual context
ཕྱོགས་བཞི	Four directions	The cardinal directions: north, south, east, and west
སྔོན་ཆད	In the past	Referring to a time before the present
བཀའ་ལས་འདས	Transgressed your word	To go against or violate instructions or commands
འཇིགས་པ	Fear, peril	A state of being afraid or a dangerous situation
སྐྱབས་སུ་མཆི	Go for refuge	To seek protection or shelter
བསལ་དུ་གསོལ	Plead to eliminate	To earnestly request for the removal or eradication of something
ཐ་མལ་ནད་	ordinary illness	Common or typical sickness
སྨན་པ་	doctor	Medical practitioner
འདོད་ཆགས་	lust	Strong sexual desire
ཉེས་པ་བརྒྱ་	hundred wrongs	Numerous faults or misdeeds
ནད་	sickness	Disease or illness
འཛམ་གླིང་	Jambudvipa	The name for the human world in Buddhist cosmology
གསོ་བ	cure	To heal or treat an illness
སྨན	medicine	A substance used to treat or prevent disease
ཕྱོགས་རྣམས་ཀུན	all directions	Every side or area
སྨན་པ་ཐམས་ཅད་མཁྱེན	omniscient healer	A physician or doctor who knows everything
ཟུག་རྔུ་ཐམས་ཅད་འབྱིན་པ	removes every pain	The act of eliminating all suffering or discomfort
བཀའ་ལྟར་མི་བྱེད	not do as directed	To disobey or not follow instructions
གཏི་མུག	deluded	Being in a state of confusion or misunderstanding
སྨད་པའི་གནས	blameworthy	Deserving of criticism or condemnation
གཡང་ས	chasm/abyss	A deep gorge or precipice
ཐ་མལ	ordinary	Common or usual
བག་ཡོད	careful	Cautious or attentive
དཔག་ཚད	league	A unit of distance, approximately 3 miles
ལྷུང་བ	fall	To drop or descend
ཡུན་རིང	long	For an extended period of time
སྨོས་ཅི་དགོས	what need to mention	An expression indicating that something is even more obvious or necessary
དི་རིང་	today	the current day
མི་འཆི་	will not die	will not pass away or cease to live
བདེ་བར་འདུག་པ་	sit content	to be at ease or comfortable
རིགས་མ་ཡིན	is not right	is not appropriate or correct
བདག་	I	oneself, the self
མེད་པར་འགྱུར་	cease to be	to no longer exist
དུས་	time	a period or point in time
གདོན་མི་ཟ་བར་	inevitable	certain to happen, unavoidable
འབྱུང་	will come	to arise or occur
མི་འཇིགས	fearlessness	freedom from fear or anxiety
ངེས་ཐར	definite liberation	certain escape or freedom
གདོན་མི་ཟ་བར	inevitably	certainly or without doubt
ཡིད་བདེ་བ	peace of mind	mental calmness or tranquility
སྔོན་ཆད་	past	referring to previous times or experiences
མྱོང་	experience	to undergo or feel something
ཞིག་པ་	gone	disappeared or no longer present
