བདེ་གཤེགས་ཆོས་ཀྱི་སྐུ་མངའ་སྲས་བཅས་དང་། །ཕྱག་འོས་ཀུན་ལའང་གུས་པར་ཕྱག་འཚལ་ཏེ། །བདེ་གཤེགས་སྲས་ཀྱི་སྡོམ་ལ་འཇུག་པ་ནི། །ལུང་བཞིན་མདོར་བསྡུས་ནས་ནི་བརྗོད་པར་བྱ། །	I prostrate with respect to the sugatas, Who have the dharmakaya, and their offspring, And also to all worthy of veneration. I'll teach in brief, according to the scriptures, The way to enter the bodhisattva's vows.

Glossary:
ཉིན་ཕྱེད་	half a day	Half of a day's duration
འདྲངས་པ་	satisfy	To fulfill or meet a need
དགེ་བ་	good deed	A virtuous or meritorious action
སྐྱེ་བོ་	people	Human beings in general
བཀུར་	extol	To praise highly or celebrate
----------------------------------------------------------------------------------------------------
སེམས་ཅན་གྲངས་མཐའ་ཡས་ལ་དུས་རིང་དུ། །བདེ་བར་གཤེགས་ཀྱི་བདེ་བ་བླ་ན་མེད། །ཡིད་ལ་བསམ་པ་མཐའ་དག་རྫོགས་བྱེད་པ། །རྟག་ཏུ་སྦྱིན་པ་ལྟ་ཞིག་སྨོས་ཅི་དགོས། །	To countless beings for a long time, the unsurpassed happiness of the sugatas, fulfilling every thought in their minds - what need to speak of those who always give?

Glossary:
སེམས་ཅན་	beings	Living creatures or sentient beings
བདེ་བར་གཤེགས་	sugata	An epithet for Buddha, meaning "one who has gone to bliss"
བདེ་བ་བླ་ན་མེད་	unsurpassed happiness	The highest form of happiness or bliss
ཡིད་ལ་བསམ་པ་	thoughts in mind	Mental contemplations or desires
རྟག་ཏུ་སྦྱིན་པ་	always give	Constant or perpetual giving or generosity
----------------------------------------------------------------------------------------------------
གང་ཞིག་དེ་འདྲའི་རྒྱལ་སྲས་སྦྱིན་བདག་ལ། །གལ་ཏེ་ངན་སེམས་སྐྱེད་པར་བྱེད་ན་དེ། །ངན་སེམས་བསྐྱེད་པའི་གྲངས་བཞིན་བསྐལ་པར་ནི། །དམྱལ་བར་གནས་པར་འགྱུར་ཞེས་ཐུབ་པས་གསུངས། །	Someone who rouses a malicious thought toward such a patron, offspring of the victors, will dwell in hell as many aeons as the count of their bad thoughts, the Sage has said.

Glossary:
རྒྱལ་སྲས་	offspring of the victors	A term referring to bodhisattvas or spiritual heirs of the Buddha
སྦྱིན་བདག་	patron	A person who provides support or sponsorship
ངན་སེམས་	malicious thought	A harmful or evil intention
བསྐལ་པ་	aeon	An extremely long period of time in Buddhist cosmology
དམྱལ་བ་	hell	A realm of extreme suffering in Buddhist cosmology
ཐུབ་པ་	the Sage	An epithet for the Buddha, meaning "the Able One" or "the Capable One"
----------------------------------------------------------------------------------------------------
འོན་ཏེ་གང་ཞིག་ཡིད་རབ་དང་བྱེད་ན། །དེ་ཡི་འབྲས་བུ་དེ་བས་ལྷག་པར་འཕེལ། །རྒྱལ་སྲས་རྣམས་ལ་དོ་གལ་ཆེན་པོས་ཀྱང་། །སྡིག་པ་མི་འབྱུང་དགེ་བ་ངང་གིས་འཕེལ། །	But the results of someone feeling faith Proliferate in far greater abundance. With bodhisattvas, even grave events Don't bring misdeeds; good naturally increases.

Glossary:
རྒྱལ་སྲས་	bodhisattva	A person who seeks enlightenment not only for themselves but for all sentient beings
དགེ་བ་	good	Virtuous or positive actions or qualities
སྡིག་པ་	misdeed	Negative or harmful actions
ཡིད་རབ་དང་	feeling faith	Having a strong belief or trust
འབྲས་བུ་	result	The consequence or outcome of an action
----------------------------------------------------------------------------------------------------
གང་ལ་སེམས་ཀྱི་དམ་པ་རིན་ཆེན་དེ། །སྐྱེས་པ་དེ་ཡི་སྐུ་ལ་ཕྱག་འཚལ་ཞིང་། །གང་ལ་གནོད་པ་བྱས་ཀྱང་བདེ་འབྲེལ་བ། །བདེ་བའི་འབྱུང་གནས་དེ་ལ་སྐྱབས་སུ་མཆི། །	I prostrate to the bodies of those in whom this precious, sublime attitude is born. Even harming them will lead to happiness. I go for refuge to these wellsprings of joy.

Glossary:
སེམས་ཀྱི་དམ་པ་རིན་ཆེན	sublime precious attitude	A highly valued and noble state of mind
སྐུ	body	The physical form, especially of an enlightened being
ཕྱག་འཚལ	prostrate	To bow down in reverence or worship
གནོད་པ	harm	To cause damage or injury
བདེ་འབྲེལ	lead to happiness	To result in a state of joy or contentment
བདེ་བའི་འབྱུང་གནས	wellsprings of joy	Sources or origins of happiness
སྐྱབས་སུ་མཆི	go for refuge	To seek protection or shelter in something or someone
----------------------------------------------------------------------------------------------------
རིན་ཆེན་སེམས་དེ་གཟུང་བར་བྱ་བའི་ཕྱིར། །དེ་བཞིན་གཤེགས་པ་རྣམས་དང་དམ་པའི་ཆོས། །དཀོན་མཆོག་དྲི་མ་མེད་དང་སངས་རྒྱས་སྲས། །ཡོན་ཏན་རྒྱ་མཚོ་རྣམས་ལ་ལེགས་པར་མཆོད། །	In order to grasp that precious attitude, I make fine offerings to the tathagatas, to the true dharma, the immaculate jewel, and to the oceans of qualities, bodhisattvas.

Glossary:
རིན་ཆེན་སེམས	precious attitude	The valuable mindset or mental state
དེ་བཞིན་གཤེགས་པ	tathagata	An epithet for a Buddha, meaning "one who has thus gone" or "one who has thus come"
དམ་པའི་ཆོས	true dharma	The authentic teachings of Buddhism
དཀོན་མཆོག་དྲི་མ་མེད	immaculate jewel	A pure and precious object or concept in Buddhism
སངས་རྒྱས་སྲས	bodhisattva	A being who seeks enlightenment not only for themselves but for all sentient beings
ཡོན་ཏན་རྒྱ་མཚོ	oceans of qualities	Vast amounts of positive attributes or virtues
མཆོད	offering	An act of presenting something as a religious or respectful gesture
----------------------------------------------------------------------------------------------------
མེ་ཏོག་འབྲས་བུ་ཇི་སྙེད་ཡོད་པ་དང་། །སྨན་གྱི་རྣམ་པ་གང་ཞིག་ཡོད་པ་དང་། །འཇིག་རྟེན་རིན་ཆེན་ཇི་སྙེད་ཡོད་པ་དང་། །ཆུ་གཙང་ཡིད་དུ་འོང་བ་ཅི་ཡོད་དང་། །	As many fruits and flowers as there are, Whatever kinds of medicine exist, However many jewels there are in the world, All clean and pleasant waters there may be,

Glossary:
མེ་ཏོག	me tog	flower
འབྲས་བུ	'bras bu	fruit
སྨན	sman	medicine
འཇིག་རྟེན	'jig rten	world
རིན་ཆེན	rin chen	jewel
ཆུ་གཙང	chu gtsang	clean water
ཡིད་དུ་འོང་བ	yid du 'ong ba	pleasant, delightful
----------------------------------------------------------------------------------------------------
རིན་ཆེན་རི་བོ་དང་ནི་དེ་བཞིན་དུ། །ནགས་ཚལ་ས་ཕྱོགས་དབེན་ཞིང་ཉམས་དགའ་དང་། །ལྗོན་ཤིང་མེ་ཏོག་རྒྱན་སྤྲས་སྤུད་པ་དང་། །ཤིང་གང་འབྲས་བཟང་ཡལ་ག་དུད་པ་དང་། །	Mountains of jewels and likewise forest groves in solitary and delightful places, trees adorned with ornamental flowers, and trees whose branches bow with splendid fruit,

Glossary:
རིན་ཆེན་རི་བོ	Mountains of jewels	Precious or valuable mountains
ནགས་ཚལ	Forest groves	Areas of woodland or trees
ས་ཕྱོགས་དབེན་ཞིང་ཉམས་དགའ	Solitary and delightful places	Isolated locations that are pleasant or enjoyable
ལྗོན་ཤིང་	Trees	Woody perennial plants
མེ་ཏོག་རྒྱན་སྤྲས	Ornamental flowers	Decorative blossoms used as adornments
འབྲས་བཟང་	Splendid fruit	High-quality or excellent fruits
ཡལ་ག་དུད་པ	Branches that bow	Tree limbs that bend downward
----------------------------------------------------------------------------------------------------
ལྷ་སོགས་འཇིག་རྟེན་ན་ཡང་དྲི་དང་ནི། །སྤོས་དང་དཔག་བསམ་ཤིང་དང་རིན་ཆེན་ཤིང་། །མ་རྨོས་འཁྲུངས་པའི་ལོ་ཏོག་རྣམ་པ་དང་། །གཞན་ཡང་མཆོད་པར་འོས་པའི་རྒྱན་རྣམས་ནི། །	Incense and perfumes as from divine worlds, wish-fulfilling trees, jewel trees, and crops that grow without need to be plowed, and other ornaments that are fit to be offered.
